miR	Score	AvgRandScore	sd(randScore)	max(randScore)	Rank	count>=	pValue	FDR(0.05) thresh	BH-sig	pv_corrected	pv_adjusted
miR-878-3p	0.1944	0.1446	0.1009	0.8325	180	250	0.249501	0.014218	0	0.877412	0.871472	,SNX3,ARRDC3,FOS
miR-1946b	0.0694	0.0419	0.0547	0.3563	181	251	0.250499	0.014297	0	0.876055	0.871472	,ARRDC3
miR-574-5p	0.2083	0.1493	0.1025	0.6930	182	254	0.253493	0.014376	0	0.881654	0.871472	,SNX3,GPCPD1,MBL2
miR-1197	0.2639	0.2013	0.1181	0.9987	183	258	0.257485	0.014455	0	0.890645	0.871472	,CYR61,SNX3,ARRDC3,DUSP5
miR-217	0.2222	0.1612	0.1033	0.6805	184	258	0.257485	0.014534	0	0.885804	0.871472	,CYP24A1,TMSB4X,LCK
miR-540-3p	0.2361	0.1779	0.1119	0.7617	185	259	0.258483	0.014613	0	0.884431	0.871472	,ARRDC3,GPCPD1,MBL2
miR-3097-3p	0.1944	0.1463	0.0953	0.6515	186	259	0.258483	0.014692	0	0.879676	0.871472	,SOCS3,ARRDC3,FOS
miR-219-2-3p/219-3p	0.1389	0.0957	0.0763	0.4382	187	259	0.258483	0.014771	0	0.874972	0.871472	,DUSP5,MBL2
miR-1264-5p	0.1944	0.1447	0.0922	0.5744	188	262	0.261477	0.014850	0	0.880399	0.871472	,CYR61,DUSP5,FOS
miR-327	0.2083	0.1534	0.0979	0.5600	189	264	0.263473	0.014929	0	0.882426	0.871472	,CYP24A1,DUSP5,FOS
miR-683	0.3542	0.2691	0.1390	0.8262	190	265	0.264471	0.015008	0	0.881106	0.871472	,CYR61,ARRDC3,IL11,MBL2
miR-139-3p.dmr	0.1667	0.1204	0.0880	0.4856	191	266	0.265469	0.015087	0	0.879801	0.871472	,SNX3,EGR1,LCK
miR-3098-5p	0.1528	0.1128	0.0856	0.4806	192	266	0.265469	0.015166	0	0.875218	0.871472	,CYR61,MBL2
miR-3070a/3070b-3p	0.1528	0.1124	0.0818	0.4715	193	268	0.267465	0.015245	0	0.877230	0.871472	,ANKRD1,IL11
miR-411	0.1250	0.0823	0.0710	0.4238	194	268	0.267465	0.015324	0	0.872708	0.871472	,ARRDC3,MBL2
miR-3112/3558-5p	0.2083	0.1550	0.1055	0.6666	195	269	0.268463	0.015403	0	0.871472	0.871472	,ARRDC3,GPCPD1,IL11
miR-3088	0.1944	0.1458	0.0994	0.6679	196	273	0.272455	0.015482	0	0.879919	0.879919	,ARRDC3,ANKRD1,MBL2
miR-22/22-3p	0.2361	0.1769	0.1107	0.6293	197	276	0.275449	0.015561	0	0.885072	0.883793	,CYR61,SOCS3
miR-568	0.2083	0.1549	0.1007	0.5775	198	277	0.276447	0.015640	0	0.883793	0.883793	,ARRDC3,EGR1
miR-122/122a/1352	0.1806	0.1303	0.0915	0.5487	199	281	0.280439	0.015719	0	0.892050	0.892050	,CYP24A1,GPCPD1,MBL2
miR-19ab	0.2361	0.1859	0.1097	0.6165	200	285	0.284431	0.015798	0	0.900225	0.900225	,SOCS3,ARRDC3,GPCPD1
miR-344a-5p/484/3155/3155b	0.2917	0.2321	0.1312	0.9210	201	288	0.287425	0.015877	0	0.905175	0.900694	,CYP24A1,DUSP5,GPCPD1,MBL2
miR-3062	0.2361	0.1857	0.1112	0.6745	202	288	0.287425	0.015956	0	0.900694	0.900694	,ANKRD1,FOS,GPCPD1,MBL2
miR-466q	0.2778	0.2233	0.1181	0.7185	203	292	0.291417	0.016035	0	0.908705	0.902921	,SNX3,ARRDC3,CYP24A1
miR-2461-5p/3470b	0.2639	0.2046	0.1159	0.6121	204	292	0.291417	0.016114	0	0.904250	0.902921	,ARRDC3,TMSB4X,EGR1
miR-669f-3p	0.3681	0.2983	0.1700	1.6571	205	293	0.292415	0.016193	0	0.902921	0.902921	,ARRDC3,ANKRD1,GPCPD1
miR-28bc/1421ab/2460	0.1944	0.1524	0.0998	0.5932	206	298	0.297405	0.016272	0	0.913871	0.912508	,SOCS3,GPCPD1,MBL2
miR-483-5p	0.0556	0.0349	0.0501	0.2849	207	299	0.298403	0.016351	0	0.912508	0.912508	,ARRDC3
miR-669ij	0.1667	0.1302	0.0945	0.5643	208	302	0.301397	0.016430	0	0.917233	0.915867	,ARRDC3,TMSB4X
miR-3057-3p	0.3333	0.2710	0.1394	0.8434	209	303	0.302395	0.016509	0	0.915867	0.915867	,ARRDC3,CYP24A1,FOS,GPCPD1,MBL2
miR-1969	0.2083	0.1669	0.0977	0.5494	210	305	0.304391	0.016588	0	0.917522	0.917522	,CYP24A1,GPCPD1,MBL2
miR-3103	0.1528	0.1189	0.0863	0.4740	211	309	0.308383	0.016667	0	0.925150	0.925150	,TMSB4X,IL11
miR-1948	0.1250	0.0965	0.0793	0.4560	212	314	0.313373	0.016746	0	0.935685	0.935685	,ARRDC3,GPCPD1
miR-376abd/376b-3p	0.1528	0.1264	0.0948	0.7474	213	321	0.320359	0.016825	0	0.952054	0.952054	,GPCPD1,IL11
miR-138/138ab	0.2222	0.1856	0.1124	0.6775	214	325	0.324351	0.016904	0	0.959413	0.954751	,ARRDC3,CYP24A1
miR-1897-5p	0.2083	0.1691	0.1036	0.5345	215	327	0.326347	0.016983	0	0.960827	0.954751	,ARRDC3,EGR1
miR-3095-3p	0.2083	0.1676	0.1056	0.6247	216	328	0.327345	0.017062	0	0.959304	0.954751	,CYR61,SNX3,DUSP5
miR-34ac/34bc-5p/449abc/449c-5p	0.2639	0.2271	0.1278	0.7971	217	331	0.330339	0.017141	0	0.963617	0.954751	,CYR61,SOCS3,FOS,LCK
miR-3076-3p	0.1389	0.1125	0.0891	0.6212	218	333	0.332335	0.017220	0	0.964992	0.954751	,TMSB4X,DUSP5
miR-3963	0.0833	0.0631	0.0627	0.3187	219	333	0.332335	0.017299	0	0.960586	0.954751	,IL11
miR-669n	0.2639	0.2202	0.1231	0.6953	220	334	0.333333	0.017378	0	0.959091	0.954751	,SOCS3,ARRDC3,MBL2
miR-3080-3p	0.0694	0.0544	0.0595	0.2927	221	334	0.333333	0.017457	0	0.954751	0.954751	,IGFBP6
miR-433	0.1667	0.1358	0.0901	0.5271	222	336	0.335329	0.017536	0	0.956142	0.956142	,ARRDC3,ANKRD1,MBL2
miR-692/4753-3p	0.3611	0.3142	0.1468	0.9955	223	339	0.338323	0.017615	0	0.960353	0.957432	,CYR61,SOCS3,ARRDC3,ANKRD1,DUSP5
miR-875-3p.m	0.4167	0.3589	0.1624	0.9560	224	340	0.339321	0.017694	0	0.958886	0.957432	,ANXA3,GPCPD1,MBL2,LCK
miR-3074-3p/3074-1-3p	0.1389	0.1148	0.0877	0.6125	225	341	0.340319	0.017773	0	0.957432	0.957432	,ANKRD1,HPX
miR-654-5p	0.1111	0.0894	0.0742	0.4089	226	345	0.344311	0.017852	0	0.964377	0.959806	,EGR1,GPCPD1
miR-3063	0.2361	0.2024	0.1114	0.6849	227	349	0.348303	0.017930	0	0.971260	0.959806	,SOCS3,GPCPD1,IL11,MBL2
miR-592/599.m	0.1806	0.1512	0.1025	0.5685	228	349	0.348303	0.018009	0	0.967000	0.959806	,CYP24A1,ASNS,MBL2
miR-653	0.1528	0.1267	0.0942	0.5250	229	351	0.350299	0.018088	0	0.968295	0.959806	,ARRDC3,MBL2
miR-1904	0.2639	0.2255	0.1255	0.7425	230	352	0.351297	0.018167	0	0.966832	0.959806	,CYR61,GPCPD1
miR-134/3118	0.1944	0.1662	0.1082	0.5488	231	353	0.352295	0.018246	0	0.965381	0.959806	,SOCS3,CYP24A1,ASNS
miR-3104-3p	0.0556	0.0424	0.0527	0.3150	232	353	0.352295	0.018325	0	0.961220	0.959806	,DUSP5
miR-328a/328b-3p	0.1806	0.1535	0.1047	0.6696	233	354	0.353293	0.018404	0	0.959806	0.959806	,CYR61,ARRDC3,ANKRD1
miR-324-5p	0.1389	0.1181	0.0888	0.5593	234	359	0.358283	0.018483	0	0.969203	0.965078	,CYP24A1
miR-1941-3p	0.1389	0.1178	0.0829	0.5020	235	359	0.358283	0.018562	0	0.965078	0.965078	,GPCPD1,LCK
miR-505-5p	0.2222	0.1949	0.1186	0.8754	236	366	0.365269	0.018641	0	0.979727	0.979727	,SOCS3,ANXA3,GPCPD1
miR-142-5p	0.2639	0.2322	0.1229	0.6677	237	369	0.368263	0.018720	0	0.983590	0.983289	,SNX3,ARRDC3,FOS
miR-3471	0.1111	0.0984	0.0817	0.4816	238	371	0.370259	0.018799	0	0.984766	0.983289	,CYP24A1,EGR1
miR-669pl/669af-5p/2304	0.1111	0.0964	0.0791	0.4385	239	372	0.371257	0.018878	0	0.983289	0.983289	,ARRDC3,CYP24A1
miR-409-3p	0.1806	0.1590	0.1024	0.5700	240	376	0.375250	0.018957	0	0.989721	0.989721	,CYP24A1,IL11,MBL2
miR-3072/4313	0.1250	0.1155	0.0964	0.7647	241	379	0.378244	0.019036	0	0.993478	0.993100	,IGFBP6,IL11
miR-1199	0.2083	0.1853	0.1087	0.7361	242	381	0.380240	0.019115	0	0.994593	0.993100	,SOCS3,ASNS
miR-151-3p	0.1111	0.0956	0.0758	0.4726	243	382	0.381238	0.019194	0	0.993100	0.993100	,IL11,LCK
miR-202-3p	0.1250	0.1117	0.0839	0.4785	244	384	0.383234	0.019273	0	0.994208	0.994208	,GPCPD1,LCK
miR-186	0.3889	0.3507	0.1520	0.8603	245	386	0.385230	0.019352	0	0.995307	0.995307	,ARRDC3,CYP24A1,GPCPD1,MBL2
miR-2861/3091-3p	0.2083	0.1883	0.1280	0.9577	246	392	0.391218	0.019431	0	1.006670	0.998686	,SOCS3,MBL2
miR-291ab-5p	0.2292	0.2118	0.1187	0.7803	247	396	0.395210	0.019510	0	1.012825	0.998686	,SOCS3,MBL2
miR-221/222/222ab/1928	0.1528	0.1423	0.0983	0.6736	248	396	0.395210	0.019589	0	1.008741	0.998686	,ARRDC3,FOS
miR-345-3p/4539	0.1944	0.1763	0.1028	0.5446	249	398	0.397206	0.019668	0	1.009764	0.998686	,ARRDC3,DUSP5,GPCPD1
miR-1971/1981	0.1944	0.1780	0.1070	0.6920	250	399	0.398204	0.019747	0	1.008251	0.998686	,ARRDC3,IL11,MBL2
miR-3089-5p	0.1528	0.1362	0.0919	0.5352	251	399	0.398204	0.019826	0	1.004235	0.998686	,DUSP5,EGR1
miR-744/1716	0.0556	0.0523	0.0697	0.5292	252	399	0.398204	0.019905	0	1.000250	0.998686	,ANKRD1
miR-878-5p	0.0833	0.0772	0.0693	0.3591	253	400	0.399202	0.019984	0	0.998793	0.998686	,ARRDC3
miR-697	0.1528	0.1401	0.0945	0.6263	254	402	0.401198	0.020063	0	0.999835	0.998686	,ARRDC3,TMSB4X
miR-377/672	0.1389	0.1248	0.0846	0.4686	255	406	0.405190	0.020142	0	1.005824	0.998686	,GPCPD1
miR-3098-3p	0.2778	0.2545	0.1317	0.6871	256	408	0.407186	0.020221	0	1.006830	0.998686	,CYR61,ARRDC3,IL11
miR-669c	0.0833	0.0763	0.0708	0.4560	257	408	0.407186	0.020300	0	1.002912	0.998686	,ARRDC3
miR-703	0.1944	0.1798	0.1131	0.6365	258	409	0.408184	0.020379	0	1.001474	0.998686	,ARRDC3,IL11,MBL2
miR-3093-5p	0.1111	0.1053	0.0877	0.5817	259	414	0.413174	0.020458	0	1.009803	0.998686	,GPCPD1,IL11
miR-382	0.1250	0.1141	0.0845	0.5922	260	416	0.415170	0.020537	0	1.010778	0.998686	,ARRDC3,MBL2
miR-320abcd/4429	0.2639	0.2486	0.1250	0.9298	261	417	0.416168	0.020616	0	1.009326	0.998686	,ARRDC3,ANKRD1,CYP24A1,MBL2
miR-1953/3153	0.3333	0.3120	0.1436	0.9058	262	420	0.419162	0.020695	0	1.012707	0.998686	,SOCS3,ARRDC3,ANKRD1,GPCPD1
miR-1421ag/1950	0.1806	0.1731	0.1015	0.6081	263	420	0.419162	0.020774	0	1.008857	0.998686	,CYP24A1,GPCPD1
miR-494	0.2639	0.2522	0.1273	0.7127	264	423	0.422156	0.020853	0	1.012214	0.998686	,DUSP5,ASNS,IL11,MBL2
miR-679-5p	0.1528	0.1501	0.0996	0.6410	265	424	0.423154	0.020932	0	1.010778	0.998686	,ARRDC3,CYP24A1
miR-681	0.0694	0.0700	0.0642	0.3849	266	426	0.425150	0.021011	0	1.011728	0.998686	,SOCS3
miR-1843-3p	0.0556	0.0555	0.0543	0.3929	267	437	0.436128	0.021090	0	1.033966	0.998686	,GPCPD1
miR-216a	0.1389	0.1340	0.0957	0.5316	268	438	0.437126	0.021169	0	1.032465	0.998686	,DUSP5,GPCPD1
miR-770-3p	0.1389	0.1341	0.0989	0.6063	269	438	0.437126	0.021248	0	1.028627	0.998686	,CYP24A1,GPCPD1
miR-5046	0.1111	0.1078	0.0823	0.5883	270	439	0.438124	0.021327	0	1.027157	0.998686	,ANKRD1,EGR1
miR-374c/655	0.1806	0.1778	0.1143	0.6253	271	440	0.439122	0.021406	0	1.025698	0.998686	,EGR1,MBL2
miR-1902	0.1528	0.1494	0.0978	0.7121	272	442	0.441118	0.021485	0	1.026572	0.998686	,DUSP5
miR-2428/3473b/3652/4430	0.2639	0.2609	0.1393	0.8763	273	443	0.442116	0.021564	0	1.025126	0.998686	,SOCS3,SNX3,ANKRD1
miR-188-5p	0.1111	0.1090	0.0809	0.4279	274	443	0.442116	0.021643	0	1.021384	0.998686	,ARRDC3,IL11
miR-468	0.1389	0.1324	0.0900	0.5918	275	445	0.444112	0.021722	0	1.022265	0.998686	,ARRDC3,CYP24A1
miR-194	0.1806	0.1772	0.1119	0.6722	276	446	0.445110	0.021801	0	1.020850	0.998686	,ARRDC3,IL11,MBL2
miR-10abc/10a-5p	0.1250	0.1298	0.0942	0.6614	277	446	0.445110	0.021880	0	1.017164	0.998686	,ARRDC3,GPCPD1
miR-1190/1691	0.2500	0.2422	0.1269	0.7416	278	447	0.446108	0.021959	0	1.015778	0.998686	,ARRDC3,CYP24A1,EGR1,FOS
miR-1940/2893	0.2083	0.2104	0.1243	0.7491	279	449	0.448104	0.022038	0	1.016666	0.998686	,SOCS3,ARRDC3
miR-3102-5p.2	0.1250	0.1250	0.0907	0.6690	280	449	0.448104	0.022117	0	1.013035	0.998686	,GPCPD1
miR-547	0.1111	0.1111	0.0822	0.4629	281	449	0.448104	0.022196	0	1.009430	0.998686	,IL11,MBL2
miR-323-5p/1421qns	0.1250	0.1271	0.0952	0.7177	282	450	0.449102	0.022275	0	1.008090	0.998686	,DUSP5,IL11
miR-711.m	0.0556	0.0572	0.0570	0.3382	283	451	0.450100	0.022354	0	1.006760	0.998686	,DUSP5
miR-379/1193-5p/3529	0.0833	0.0841	0.0721	0.4450	284	452	0.451098	0.022433	0	1.005440	0.998686	,LCK
miR-425/425-5p/489	0.1389	0.1362	0.0885	0.4690	285	453	0.452096	0.022512	0	1.004129	0.998686	,SNX3,GPCPD1
miR-3096-5p	0.1667	0.1692	0.1064	0.5973	286	454	0.453094	0.022591	0	1.002827	0.998686	,SOCS3,EGR1,MBL2
miR-463	0.0694	0.0730	0.0632	0.3194	287	454	0.453094	0.022670	0	0.999332	0.998686	,MBL2
miR-491-5p	0.2361	0.2348	0.1289	0.7594	288	458	0.457086	0.022749	0	1.004637	0.998686	,SOCS3,SNX3,ARRDC3,IL11
miR-149	0.2500	0.2548	0.1451	0.8103	289	462	0.461078	0.022828	0	1.009904	0.998686	,SOCS3,ARRDC3,HPX
miR-693-3p	0.2500	0.2484	0.1231	0.6970	290	462	0.461078	0.022907	0	1.006422	0.998686	,SNX3,ARRDC3,CYP24A1,TMSB4X
miR-5121	0.1389	0.1381	0.0956	0.5051	291	463	0.462076	0.022986	0	1.005134	0.998686	,SOCS3,IL11
miR-3101	0.0833	0.0875	0.0725	0.3578	292	463	0.462076	0.023065	0	1.001692	0.998686	,IL11
miR-130ac/301ab/301b/301b-3p/454/721/4295/3666	0.1389	0.1396	0.0968	0.5507	293	465	0.464072	0.023144	0	1.002585	0.998686	,ARRDC3,GPCPD1
miR-466i-3p/3941	0.2778	0.2860	0.1486	0.8748	294	469	0.468064	0.023223	0	1.007770	0.998686	,ARRDC3,EGR1,ASNS,GPCPD1
miR-3105-3p	0.1944	0.1971	0.1093	0.6501	295	470	0.469062	0.023302	0	1.006495	0.998686	,CYR61,GPCPD1
miR-412-3p/1983	0.1389	0.1458	0.0934	0.5441	296	470	0.469062	0.023381	0	1.003095	0.998686	,ARRDC3,ANKRD1
miR-5107	0.2986	0.3005	0.1523	0.8834	297	472	0.471058	0.023460	0	1.003972	0.998686	,SOCS3,ARRDC3,DUSP5
miR-23abc/23b-3p	0.2361	0.2365	0.1303	0.8106	298	474	0.473054	0.023539	0	1.004843	0.998686	,DUSP5,EGR1,IL11
miR-299/299-3p/3563-3p	0.1250	0.1308	0.0946	0.6274	299	475	0.474052	0.023618	0	1.003595	0.998686	,ARRDC3,GPCPD1
miR-770-5p	0.1111	0.1163	0.0830	0.4560	300	477	0.476048	0.023697	0	1.004461	0.998686	,CYP24A1,FOS
miR-541/2462/3096b-3p	0.1389	0.1489	0.1018	0.7717	301	478	0.477046	0.023776	0	1.003223	0.998686	,ARRDC3,DUSP5
miR-3077	0.1111	0.1144	0.0846	0.5349	302	478	0.477046	0.023855	0	0.999901	0.998686	,ARRDC3,FOS
miR-125a-5p/125b-5p/351/670/4319	0.2083	0.2213	0.1253	0.8443	303	479	0.478044	0.023934	0	0.998686	0.998686	,CYP24A1,DUSP5,IL11
miR-670	0.2222	0.2270	0.1203	0.6855	304	483	0.482036	0.024013	0	1.003713	0.999002	,CYP24A1,DUSP5,IL11
miR-702/702-3p	0.1528	0.1641	0.1119	0.6757	305	485	0.484032	0.024092	0	1.004565	0.999002	,CYR61,MBL2
miR-759	0.2083	0.2193	0.1206	0.7066	306	490	0.489022	0.024171	0	1.011604	0.999002	,CYR61,DUSP5,LCK
miR-5119	0.1250	0.1292	0.0919	0.5300	307	491	0.490020	0.024250	0	1.010367	0.999002	,GPCPD1
miR-3102	0.1250	0.1349	0.0926	0.4877	308	494	0.493014	0.024329	0	1.013240	0.999002	,GPCPD1,MBL2
miR-1894-3p	0.1806	0.1883	0.1138	0.6066	309	495	0.494012	0.024408	0	1.012005	0.999002	,SOCS3,SNX3,CYP24A1
miR-1224-5p/1671	0.1528	0.1604	0.1018	0.7275	310	496	0.495010	0.024487	0	1.010778	0.999002	,FOS,IL11
miR-342-3p	0.2083	0.2127	0.1210	0.7290	311	497	0.496008	0.024566	0	1.009560	0.999002	,ARRDC3,CYP24A1
miR-450b-3p	0.1944	0.2028	0.1180	0.7320	312	497	0.496008	0.024645	0	1.006324	0.999002	,SOCS3,ARRDC3,ANKRD1
miR-3965	0.0833	0.0965	0.0763	0.4581	313	505	0.503992	0.024724	0	1.019255	0.999002	,ARRDC3
miR-709/1827	0.2778	0.2962	0.1546	1.0529	314	506	0.504990	0.024803	0	1.018021	0.999002	,SOCS3,TMSB4X,EGR1,IL11
miR-2288/3962	0.0556	0.0643	0.0644	0.3804	315	506	0.504990	0.024882	0	1.014789	0.999002	,ARRDC3
miR-2136	0.1389	0.1483	0.0917	0.5417	316	512	0.510978	0.024961	0	1.023573	0.999002	,ARRDC3,IL11
miR-363-5p.m	0.1250	0.1391	0.0994	0.7646	317	512	0.510978	0.025039	0	1.020344	0.999002	,SOCS3,DUSP5
miR-3094	0.1250	0.1416	0.1028	0.7764	318	515	0.513972	0.025118	0	1.023095	0.999002	,SOCS3,ANKRD1
miR-684	0.2361	0.2502	0.1306	0.8593	319	516	0.514970	0.025197	0	1.021868	0.999002	,ARRDC3,ANKRD1,IL11
miR-344a-3p/344c	0.0556	0.0672	0.0682	0.5158	320	516	0.514970	0.025276	0	1.018675	0.999002	,GPCPD1
miR-380-5p/2448	0.0833	0.1000	0.0811	0.5561	321	520	0.518962	0.025355	0	1.023374	0.999002	,SOCS3
miR-1941-5p	0.1667	0.1877	0.1077	0.5900	322	530	0.528942	0.025434	0	1.039815	0.999002	,TMSB4X,MBL2
miR-1897-3p	0.0556	0.0688	0.0608	0.3471	323	531	0.529940	0.025513	0	1.038551	0.999002	,SOCS3
miR-1982.1	0.1250	0.1442	0.0992	0.5836	324	533	0.531936	0.025592	0	1.039246	0.999002	,SNX3,IL11
miR-3968	0.0833	0.0980	0.0750	0.4036	325	533	0.531936	0.025671	0	1.036048	0.999002	,SOCS3
miR-135ab/135a-5p	0.1528	0.1792	0.1151	0.7317	326	534	0.532934	0.025750	0	1.034808	0.999002	,DUSP5,LCK
miR-3057-5p	0.1250	0.1442	0.0984	0.7975	327	534	0.532934	0.025829	0	1.031643	0.999002	,ARRDC3,MBL2
miR-190/190ab	0.0694	0.0868	0.0738	0.3944	328	537	0.535928	0.025908	0	1.034276	0.999002	,IL11
miR-2183	0.0694	0.0898	0.0744	0.3911	329	538	0.536926	0.025987	0	1.033052	0.999002	,FOS
miR-493/493b	0.1111	0.1311	0.0933	0.7570	330	541	0.539920	0.026066	0	1.035665	0.999002	,IGFBP6,GPCPD1
miR-133abc	0.1111	0.1353	0.0958	0.6165	331	543	0.541916	0.026145	0	1.036353	0.999002	,DUSP5,MBL2
miR-421	0.1944	0.2182	0.1191	0.7047	332	545	0.543912	0.026224	0	1.037037	0.999002	,SOCS3,GPCPD1,LCK
miR-297ac/297b-5p	0.1250	0.1542	0.1104	0.7498	333	546	0.544910	0.026303	0	1.035820	0.999002	,ARRDC3
miR-1195	0.0556	0.0738	0.0644	0.3357	334	546	0.544910	0.026382	0	1.032719	0.999002	,DUSP5
miR-504/4725-5p	0.1250	0.1543	0.1023	0.5599	335	554	0.552894	0.026461	0	1.044722	0.999002	,SOCS3,DUSP5
miR-503	0.0833	0.1071	0.0784	0.4852	336	556	0.554890	0.026540	0	1.045374	0.999002	,MBL2
miR-1321/1943/4739/4756-5p	0.2639	0.3030	0.1596	1.0223	337	557	0.555888	0.026619	0	1.044146	0.999002	,SOCS3,CYP24A1,DUSP5,IL11
miR-3074-5p	0.2222	0.2507	0.1241	0.6942	338	559	0.557884	0.026698	0	1.044795	0.999002	,TMSB4X,IGFBP6,EGR1
miR-3106	0.1389	0.1622	0.0991	0.6020	339	559	0.557884	0.026777	0	1.041713	0.999002	,SOCS3
miR-3079-5p	0.0694	0.0891	0.0758	0.7154	340	560	0.558882	0.026856	0	1.040507	0.999002	,SOCS3
miR-3090/4726-3p	0.2083	0.2470	0.1373	0.9571	341	562	0.560878	0.026935	0	1.041161	0.999002	,SOCS3,IL11
miR-1929	0.1111	0.1340	0.0925	0.7483	342	564	0.562874	0.027014	0	1.041811	0.999002	,MBL2
miR-760-3p/1842	0.2222	0.2652	0.1459	1.0534	343	565	0.563872	0.027093	0	1.040616	0.999002	,CYP24A1,EGR1,GPCPD1
miR-552/3097-5p	0.1528	0.1846	0.1145	1.0429	344	567	0.565868	0.027172	0	1.041263	0.999002	,IL11
miR-1955-5p	0.1667	0.2005	0.1201	1.0375	345	570	0.568862	0.027251	0	1.043739	0.999002	,SOCS3,ARRDC3,GPCPD1
miR-409-5p/409a	0.0556	0.0729	0.0625	0.3079	346	573	0.571856	0.027330	0	1.046200	0.999002	,ARRDC3
miR-693-5p	0.1806	0.2207	0.1273	0.7384	347	576	0.574850	0.027409	0	1.048646	0.999002	,SOCS3,DUSP5,IL11
miR-1949.m	0.0556	0.0762	0.0707	0.3504	348	577	0.575848	0.027488	0	1.047448	0.999002	,GPCPD1
miR-192/215	0.0694	0.0929	0.0747	0.5063	349	580	0.578842	0.027567	0	1.049877	0.999002	,EGR1
miR-5106	0.1111	0.1392	0.0933	0.6332	350	585	0.583832	0.027646	0	1.055902	0.999002	,ANXA3,DUSP5
miR-1958	0.3333	0.3757	0.1527	0.9849	351	586	0.584830	0.027725	0	1.054694	0.999002	,ARRDC3,CYP24A1,ANXA3,GPCPD1
miR-682	0.1111	0.1371	0.0907	0.5201	352	593	0.591816	0.027804	0	1.064261	0.999002	,CYR61,SOCS3
miR-668	0.1111	0.1467	0.0956	0.5508	353	597	0.595808	0.027883	0	1.068404	0.999002	,ARRDC3,FOS
miR-532-5p/511	0.0833	0.1137	0.0835	0.4708	354	599	0.597804	0.027962	0	1.068955	0.999002	,CYP24A1
miR-1957	0.0694	0.0988	0.0788	0.6288	355	599	0.597804	0.028041	0	1.065944	0.999002	,LCK
miR-1421ak/3073-5p	0.1111	0.1456	0.0963	0.5771	356	606	0.604790	0.028120	0	1.075372	0.999002	,ARRDC3,IL11
miR-698	0.0556	0.0786	0.0628	0.4209	357	610	0.608782	0.028199	0	1.079438	0.999002	,ARRDC3
miR-21/590-5p	0.0694	0.1037	0.0807	0.5249	358	611	0.609780	0.028278	0	1.078187	0.999002	,CYR61
miR-219-5p/508/508-3p/4782-3p	0.0556	0.0844	0.0746	0.4283	359	614	0.612774	0.028357	0	1.080463	0.999002	,ASNS
miR-3089-3p	0.1389	0.1767	0.1067	0.7458	360	617	0.615768	0.028436	0	1.082726	0.999002	,TMSB4X,DUSP5
miR-1843-5p/4802-5p	0.1250	0.1653	0.1036	0.7146	361	618	0.616766	0.028515	0	1.081477	0.999002	,CYR61,GPCPD1
miR-185/882/3473/4306/4644	0.2361	0.2968	0.1509	1.2590	362	629	0.627745	0.028594	0	1.097686	0.999002	,SOCS3,HPX,EGR1
miR-542-3p	0.1944	0.2416	0.1277	1.0690	363	629	0.627745	0.028673	0	1.094662	0.999002	,IGFBP6,GPCPD1,LCK
miR-369-3p	0.1250	0.1720	0.1131	0.7064	364	629	0.627745	0.028752	0	1.091655	0.999002	,CYP24A1,EGR1
miR-1188/1188-5p	0.1111	0.1521	0.0995	0.6626	365	630	0.628743	0.028831	0	1.090395	0.999002	,FOS,LCK
miR-34bc-3p	0.0694	0.1078	0.0833	0.5993	366	630	0.628743	0.028910	0	1.087415	0.999002	,ANKRD1
miR-3970	0.0556	0.0847	0.0710	0.4434	367	631	0.629741	0.028989	0	1.086174	0.999002	,SOCS3
miR-3059	0.2083	0.2662	0.1385	0.9141	368	634	0.632735	0.029068	0	1.088372	0.999002	,ARRDC3,CYP24A1,TMSB4X
miR-1912/1912-3p	0.2639	0.3280	0.1437	1.0204	369	639	0.637725	0.029147	0	1.093983	0.999002	,CYR61,SNX3,GPCPD1,LCK
miR-687	0.0694	0.1080	0.0838	0.4927	370	639	0.637725	0.029226	0	1.091026	0.999002	,ANXA3
miR-329/329ab/362-3p	0.1944	0.2533	0.1329	0.6866	371	640	0.638723	0.029305	0	1.089788	0.999002	,ARRDC3,EGR1,GPCPD1
miR-5108	0.0694	0.1111	0.0864	0.4830	372	640	0.638723	0.029384	0	1.086859	0.999002	,ARRDC3
miR-741	0.1389	0.1866	0.1108	0.7046	373	644	0.642715	0.029463	0	1.090719	0.999002	,SOCS3,DUSP5
miR-1930	0.1389	0.1886	0.1058	0.6987	374	646	0.644711	0.029542	0	1.091181	0.999002	,SOCS3,ANKRD1
miR-155	0.0694	0.1104	0.0854	0.5456	375	648	0.646707	0.029621	0	1.091641	0.999002	,CYR61
miR-3104-5p	0.0694	0.1175	0.0946	0.4925	376	648	0.646707	0.029700	0	1.088737	0.999002	,CYP24A1
miR-298/2347/2467-3p	0.2500	0.3188	0.1515	1.0311	377	651	0.649701	0.029779	0	1.090877	0.999002	,SOCS3,ARRDC3,ANXA3,GPCPD1
miR-590-3p	0.3194	0.4116	0.1940	1.2856	378	654	0.652695	0.029858	0	1.093004	0.999002	,CYR61,SNX3,CYP24A1,EGR1,MBL2
miR-377	0.2083	0.2668	0.1324	0.8042	379	654	0.652695	0.029937	0	1.090121	0.999002	,SNX3,ARRDC3,EGR1
miR-96/507/1271	0.1250	0.1777	0.1087	0.6923	380	656	0.654691	0.030016	0	1.090577	0.999002	,ARRDC3,GPCPD1
